,i_entry_name,i_length,i_native,i_tm_helix,i_tm_score,u_uniprot_acc
1836,LPTE_ECOLI,193.0, ,12.0,,P0ADC1
1837,LPXA_ECOLI,262.0,1lxaA,0.0,,P0A722
1838,LPXD_ECOLI,341.0,3eh0A,0.0,,P21645
1839,DDG_ECOLI,306.0, ,21.0,,P0ACV2
1840,LSRA_ECOLI,511.0, ,0.0,,P77257
1841,LSRD_ECOLI,330.0, ,189.0,,P0AFS1
1842,LSRR_ECOLI,317.0, ,0.0,,P76141
1843,DCDA_ECOLI,420.0,1knwA,0.0,,P00861
1844,LYSR_ECOLI,311.0, ,0.0,,P03030
1845,LYXK_ECOLI,498.0, ,0.0,,P37677
1846,MACB_ECOLI,648.0, ,77.0,,P75831
1847,MAK_ECOLI,302.0, ,6.0,,P23917
1848,MALG_ECOLI,296.0,3puxG,140.0,,P68183
1849,PHSM_ECOLI,797.0,1e4oA,0.0,,P00490
1850,MALT_ECOLI,901.0, ,0.0,,P06993
1851,MALZ_ECOLI,604.0, ,3.0,,P21517
1852,MANC_ECOLI,478.0, ,0.0,,P24174
1853,AMPM_ECOLI,264.0,1matA,1.0,,P0AE18
1854,MATC_ECOLI,222.0, ,10.0,,P77188
1855,MCBR_ECOLI,221.0, ,0.0,,P76114
1856,MCRC_ECOLI,348.0, ,0.0,,P15006
1857,MDH_ECOLI,312.0,2pwzA,0.0,,P61889
1858,OPGB_ECOLI,763.0, ,59.0,,P39401
1859,OPGG_ECOLI,511.0,1txkA,2.0,,P33136
1860,MDTB_ECOLI,1040.0, ,217.0,,P76398
1861,MDTE_ECOLI,385.0, ,3.0,,P37636
1862,MDTH_ECOLI,402.0, ,226.0,,P69367
1863,MDTM_ECOLI,410.0, ,247.0,,P39386
1864,MDTP_ECOLI,488.0, ,7.0,,P32714
1865,MELB_ECOLI,473.0, ,267.0,,P02921
1866,MENB_ECOLI,285.0,3t88A,0.0,,P0ABU0
1867,MENE_ECOLI,451.0, ,0.0,,P37353
1868,MEPA_ECOLI,274.0,1tzpA,7.0,,P0C0T5
1869,METC_ECOLI,395.0,1cl2B,1.0,,P06721
1870,SYM_ECOLI,677.0,1pfuA,3.0,,P00959
1871,METK_ECOLI,384.0,1fugA,1.0,,P0A817
1872,METQ_ECOLI,271.0, ,10.0,,P28635
1873,MGLA_ECOLI,506.0, ,1.0,,P0AAG8
1874,MGSA_ECOLI,152.0,1eghA,0.0,,P0A731
1875,MHPA_ECOLI,554.0, ,2.0,,P77397
1876,MHPD_ECOLI,269.0,1sv6A,0.0,,P77608
1877,MHPR_ECOLI,277.0, ,0.0,,P77569
1878,MIAB_ECOLI,474.0, ,0.0,,P0AEI1
1879,MIPA_ECOLI,248.0, ,4.0,,P0A908
1880,MLC_ECOLI,406.0,3bp8A,1.0,,P50456
1881,MLTB_ECOLI,361.0,1d0kA,3.0,,P41052
1882,MLTF_ECOLI,518.0, ,18.0,,P0AGC5
1883,MMUP_ECOLI,467.0, ,243.0,,Q47689
1884,MNMA_ECOLI,368.0,2detA,0.0,,P25745
1885,MNMG_ECOLI,629.0,3cesA,3.0,,P0A6U3
1886,MOAA_ECOLI,329.0, ,0.0,,P30745
1887,MOBA_ECOLI,194.0,1e5kA,0.0,,P32173
1888,MODB_ECOLI,229.0, ,110.0,,P0AF01
1889,MODF_ECOLI,490.0, ,0.0,,P31060
1890,MOG_ECOLI,195.0,1di7A,0.0,,P0AF03
1891,MPL_ECOLI,457.0, ,1.0,,P37773
1892,MQO_ECOLI,548.0, ,5.0,,P33940
1893,PBPA_ECOLI,850.0, ,22.0,,P02918
1894,RODA_ECOLI,370.0, ,194.0,,P0ABG7
1895,MRED_ECOLI,162.0, ,97.0,,P0ABH4
1896,MSBA_ECOLI,582.0,3b5wA,131.0,,P60752
1897,MSCS_ECOLI,286.0,2vv5A,74.0,,P0C0S1
1898,MTGA_ECOLI,242.0, ,22.0,,P46022
1899,MTLR_ECOLI,195.0, ,1.0,,P0AF10
1900,MUG_ECOLI,168.0,1mugA,1.0,,P0A9H1
1901,MUKF_ECOLI,440.0,3euhB,0.0,,P60293
1902,MURC_ECOLI,491.0,2f00B,6.0,,P17952
1903,MURF_ECOLI,452.0,1gg4A,0.0,,P11880
1904,PTYBC_ECOLI,474.0, ,223.0,,P77272
1905,MUTH_ECOLI,229.0,2azoB,0.0,,P06722
1906,MUTS_ECOLI,853.0,1ng9A,0.0,,P23909
1907,MVIN_ECOLI,511.0, ,295.0,,P0AF16
1908,NADB_ECOLI,540.0,1knpA,0.0,,P10902
1909,NADE_ECOLI,275.0,1wxiA,0.0,,P18843
1910,NAGB_ECOLI,266.0,1cd5A,0.0,,P0A759
1911,PTW3C_ECOLI,648.0, ,202.0,,P09323
1912,NANA_ECOLI,297.0,2wo5A,0.0,,P0A6L4
1913,NANK_ECOLI,291.0,2aa4A,4.0,,P45425
1914,NANS_ECOLI,326.0, ,0.0,,P39370
1915,NAPC_ECOLI,200.0, ,21.0,,P0ABL5
1916,NAPH_ECOLI,287.0, ,109.0,,P33934
1917,NARI_ECOLI,225.0,3ir6C,108.0,,P11350
1918,NARL_ECOLI,216.0,1a04A,0.0,,P0AF28
1919,NARU_ECOLI,462.0, ,228.0,,P37758
1920,NARX_ECOLI,598.0, ,45.0,,P0AFA2
1921,DHNA_ECOLI,434.0, ,15.0,,P00393
1922,NEMR_ECOLI,199.0, ,0.0,,P67430
1923,NFNB_ECOLI,217.0,1ds7A,1.0,,P38489
1924,NFRB_ECOLI,745.0, ,78.0,,P0AFA5
1925,NHAA_ECOLI,388.0,1zcdA,198.0,,P13738
1926,NHOA_ECOLI,281.0, ,0.0,,P77567
1927,NIKC_ECOLI,277.0, ,135.0,,P0AFA9
1928,NIRB_ECOLI,847.0, ,1.0,,P08201
1929,NLPB_ECOLI,344.0,3tgoD,5.0,,P0A903
1930,NLPE_ECOLI,236.0,2z4hB,6.0,,P40710
1931,NOHA_ECOLI,189.0, ,0.0,,P31061
1932,NORV_ECOLI,479.0, ,0.0,,Q46877
1933,RIR1_ECOLI,761.0,5r1rA,0.0,,P00452
1934,RIR3_ECOLI,714.0, ,0.0,,P39452
1935,NRFA_ECOLI,478.0,1gu6A,9.0,,P0ABK9
1936,NRFD_ECOLI,318.0, ,146.0,,P32709
1937,NSR_ECOLI,219.0, ,0.0,,P0A9E9
1938,NUDD_ECOLI,159.0,1ryaA,0.0,,P32056
1939,NUDJ_ECOLI,153.0, ,0.0,,P0AEI6
1940,NUOB_ECOLI,220.0, ,1.0,,P0AFC7
1941,NUOF_ECOLI,445.0, ,2.0,,P31979
1942,NUOI_ECOLI,180.0, ,3.0,,P0AFD6
1943,NUOM_ECOLI,509.0, ,282.0,,P0AFE8
1944,NUPG_ECOLI,418.0, ,235.0,,P0AFF4
1945,NUSG_ECOLI,181.0, ,0.0,,P0AFG0
1946,OMPA_ECOLI,346.0, ,9.0,,P0A910
1947,OMPG_ECOLI,301.0,2iwvA,1.0,,P76045
1948,OMPR_ECOLI,239.0, ,0.0,,P0AA16
1949,OMPX_ECOLI,171.0,1qj8A,20.0,,P0A917
1950,OPPC_ECOLI,302.0, ,136.0,,P0AFH6
1951,ORN_ECOLI,181.0,2igiA,0.0,,P0A784
1952,OTSA_ECOLI,474.0,2wtxD,4.0,,P31677
1953,OXC_ECOLI,564.0,2q28A,1.0,,P0AFI0
1954,PAAC_ECOLI,248.0,3pvrC,0.0,,P76079
1955,PAAF_ECOLI,255.0, ,0.0,,P76082
1956,PAAJ_ECOLI,401.0, ,0.0,,P0C7L2
1957,PAAY_ECOLI,196.0, ,0.0,,P77181
1958,PABC_ECOLI,269.0,1i2kA,0.0,,P28305
1959,PANB_ECOLI,264.0,1m3uA,0.0,,P31057
1960,PANF_ECOLI,483.0, ,287.0,,P16256
1961,PBL_ECOLI,158.0, ,8.0,,Q46790
1962,PCKA_ECOLI,540.0,1os1A,0.0,,P22259
1963,PDHR_ECOLI,254.0, ,0.0,,P0ACL9
1964,PDXH_ECOLI,218.0,1jnwA,0.0,,P0AFI7
1965,PDXY_ECOLI,287.0,1td2A,0.0,,P77150
1966,PEPD_ECOLI,485.0, ,0.0,,P15288
1967,AMPP_ECOLI,441.0,1m35A,0.0,,P15034
1968,PERM_ECOLI,353.0, ,173.0,,P0AFI9
1969,K6PF2_ECOLI,309.0,3n1cA,0.0,,P06999
1970,PFLC_ECOLI,292.0, ,0.0,,P32675
1971,PGAB_ECOLI,672.0, ,10.0,,P75906
1972,PGK_ECOLI,387.0,1zmrA,0.0,,P0A799
1973,PGPA_ECOLI,172.0, ,84.0,,P18200
1974,LPF_ECOLI,15.0, ,0.0,,P0AD72
1975,SYFA_ECOLI,327.0, ,0.0,,P08312
1976,PHND_ECOLI,338.0, ,6.0,,P16682
1977,PHNH_ECOLI,194.0,2fsuA,0.0,,P16686
1978,PHNL_ECOLI,226.0, ,0.0,,P16679
1979,PHNP_ECOLI,252.0,3g1pB,0.0,,P16692
1980,PHOE_ECOLI,351.0,1phoA,7.0,,P02932
1981,PHOQ_ECOLI,486.0, ,36.0,,P23837
1982,PHP_ECOLI,292.0,1bf6A,0.0,,P45548
1983,PINQ_ECOLI,196.0, ,0.0,,P77170
1984,PITB_ECOLI,499.0, ,202.0,,P43676
1985,PLDB_ECOLI,340.0, ,0.0,,P07000
1986,PLSX_ECOLI,356.0, ,7.0,,P27247
1987,PNCB_ECOLI,400.0, ,0.0,,P18133
1988,PNTB_ECOLI,462.0, ,145.0,,P0AB67
1989,POTA_ECOLI,378.0, ,0.0,,P69874
1990,POTD_ECOLI,348.0,1poy1,5.0,,P0AFK9
1991,POTG_ECOLI,377.0, ,0.0,,P31134
1992,YJEA_ECOLI,325.0, ,0.0,,P0A8N7
1993,CAPP_ECOLI,883.0,1jqnA,0.0,,P00864
1994,PRP1_ECOLI,218.0, ,0.0,,P55798
1995,PPIB_ECOLI,164.0,1lopA,0.0,,P23869
1996,PPNK_ECOLI,292.0, ,0.0,,P0A7B3
1997,PPX_ECOLI,513.0,1u6zB,0.0,,P0AFL6
1998,PRC_ECOLI,682.0, ,7.0,,P23865
1999,RF1_ECOLI,360.0,2b3tB,0.0,,P0A7I0
2000,RFH_ECOLI,166.0, ,0.0,,P28369
2001,KPPR_ECOLI,289.0, ,1.0,,P0AEX5
2002,PRMB_ECOLI,310.0, ,0.0,,P39199
2003,PROB_ECOLI,367.0,2j5tD,0.0,,P0A7B5
2004,PROQ_ECOLI,232.0, ,0.0,,P45577
2005,PROW_ECOLI,354.0, ,130.0,,P14176
2006,PRPB_ECOLI,296.0,1oqfA,0.0,,P77541
2007,PRPE_ECOLI,628.0, ,4.0,,P77495
2008,KPRS_ECOLI,315.0, ,0.0,,P0A717
2009,PSPA_ECOLI,222.0, ,0.0,,P0AFM6
2010,PSTA_ECOLI,296.0, ,134.0,,P07654
2011,PSTS_ECOLI,346.0,1ixhA,19.0,,P0AG82
2012,PSUT_ECOLI,416.0, ,184.0,,P33024
2013,PTRA_ECOLI,962.0,1q2lA,5.0,,P05458
2014,PTGCB_ECOLI,477.0, ,195.0,,P69786
2015,PT1P_ECOLI,748.0, ,0.0,,P37177
2016,PUR7_ECOLI,237.0,2gqsA,0.0,,P0A7D7
2017,PUR1_ECOLI,505.0,1ecfB,2.0,,P0AG16
2018,PUR4_ECOLI,1295.0, ,0.0,,P15254
2019,PURP_ECOLI,445.0, ,264.0,,P31466
2020,PURU_ECOLI,280.0, ,0.0,,P37051
2021,PUUA_ECOLI,472.0, ,0.0,,P78061
2022,PUUD_ECOLI,254.0, ,0.0,,P76038
2023,PUUR_ECOLI,185.0, ,0.0,,P0A9U6
2024,PYRB_ECOLI,311.0,1ekxA,0.0,,P0A786
2025,PYRE_ECOLI,213.0,1oroA,0.0,,P0A7E3
2026,PYRH_ECOLI,241.0,2bneB,2.0,,P0A7E9
2027,QOR1_ECOLI,327.0,1qorA,0.0,,P28304
2028,QSED_ECOLI,303.0, ,0.0,,P39376
2029,QUEF_ECOLI,282.0, ,0.0,,Q46920
2030,RAPA_ECOLI,968.0,3dmqA,0.0,,P60240
2031,RATA_ECOLI,158.0, ,0.0,,P0AGL5
2032,RBSA_ECOLI,501.0, ,1.0,,P04983
2033,RBSK_ECOLI,309.0,1gqtB,0.0,,P0A9J6
2034,RCSA_ECOLI,207.0, ,0.0,,P69405
2035,RCSD_ECOLI,890.0, ,36.0,,P39838
2036,RDOA_ECOLI,328.0,1zylA,0.0,,P0C0K3
2037,EX5C_ECOLI,1122.0,1w36C,0.0,,P07648
2038,RECF_ECOLI,357.0, ,0.0,,P0A7H0
2039,RECN_ECOLI,553.0, ,0.0,,P05824
2040,RECR_ECOLI,201.0, ,0.0,,P0A7H6
2041,REP_ECOLI,673.0,1uaaA,0.0,,P09980
2042,RFAF_ECOLI,348.0,1pswA,0.0,,P37692
2043,RFAI_ECOLI,339.0, ,0.0,,P27128
2044,RFAP_ECOLI,265.0, ,0.0,,P25741
2045,RFAY_ECOLI,232.0, ,2.0,,P27240
2046,RMLC_ECOLI,185.0, ,0.0,,P37745
2047,RFFA_ECOLI,376.0, ,0.0,,P27833
2048,RHAA_ECOLI,419.0,1de5A,0.0,,P32170
2049,RHAR_ECOLI,282.0, ,0.0,,P09378
2050,RHLB_ECOLI,421.0, ,0.0,,P0A8J8
2051,RHMD_ECOLI,401.0,2i5qB,1.0,,P77215
2052,RHO_ECOLI,419.0,1pvoA,0.0,,P0AG30
2053,RHSC_ECOLI,1397.0, ,0.0,,P16918
2054,RHTA_ECOLI,295.0, ,171.0,,P0AA67
2055,RIBA_ECOLI,196.0,2bz0B,0.0,,P0A7I7
2056,RISA_ECOLI,213.0,1i8dA,0.0,,P0AFU8
2057,RIHA_ECOLI,311.0,3g5iA,0.0,,P41409
2058,RIMJ_ECOLI,194.0, ,0.0,,P0A948
2059,RIMM_ECOLI,182.0, ,0.0,,P0A7X6
2060,RLMB_ECOLI,243.0,1gz0A,1.0,,P63177
2061,RLMH_ECOLI,155.0,1ns5B,2.0,,P0A8I8
2062,RLMN_ECOLI,384.0,3rfaB,0.0,,P36979
2063,RLUB_ECOLI,291.0, ,0.0,,P37765
2064,RLUE_ECOLI,217.0,2omlA,0.0,,P75966
2065,RMLA2_ECOLI,293.0,1mc3A,2.0,,P61887
2066,RNB_ECOLI,644.0,2ix1A,0.0,,P30850
2067,RNE_ECOLI,1061.0, ,1.0,,P21513
2068,RNFC_ECOLI,740.0, ,0.0,,P77611
2069,RNFG_ECOLI,206.0, ,11.0,,P77285
2070,RNH2_ECOLI,198.0, ,0.0,,P10442
2071,ROB_ECOLI,289.0,1d5yA,0.0,,P0ACI0
2072,RNPH_ECOLI,228.0, ,0.0,,P0CG19
2073,RL1_ECOLI,234.0, ,0.0,,P0A7L0
2074,RL4_ECOLI,201.0,1vs6E,0.0,,P60723
2075,RL10_ECOLI,165.0, ,2.0,,P0A7J3
2076,RPOC_ECOLI,1407.0, ,0.0,,P0A8T7
2077,RP32_ECOLI,284.0, ,0.0,,P0AGB3
2078,RPPH_ECOLI,176.0, ,0.0,,P0A776
2079,RS3_ECOLI,233.0,1vs5C,0.0,,P0A7V3
2080,RS7_ECOLI,179.0,1vs7G,0.0,,P02359
2081,RLME_ECOLI,209.0,1eizA,0.0,,P0C0R7
2082,RSEB_ECOLI,318.0,2v42A,5.0,,P0AFX9
2083,RSMA_ECOLI,273.0,1qyrA,0.0,,P06992
2084,RSMD_ECOLI,198.0,2fpoC,0.0,,P0ADX9
2085,RSMG_ECOLI,207.0,1jsxA,0.0,,P0A6U5
2086,RSPA_ECOLI,404.0, ,0.0,,P38104
2087,RSTA_ECOLI,239.0, ,0.0,,P52108
2088,RTCA_ECOLI,338.0,3kgdC,2.0,,P46849
2089,RTN_ECOLI,518.0, ,40.0,,P76446
2090,RUTA_ECOLI,382.0, ,0.0,,P75898
2091,RUTE_ECOLI,196.0, ,2.0,,P75894
2092,RUTR_ECOLI,212.0,3locA,0.0,,P0ACU2
2093,RUVC_ECOLI,173.0,1hjrA,0.0,,P0A814
2094,SAPB_ECOLI,321.0, ,132.0,,P0AGH3
2095,SAPF_ECOLI,268.0, ,0.0,,P0AAH8
2096,SBCD_ECOLI,400.0, ,0.0,,P0AG76
2097,SBMC_ECOLI,157.0,1jyhA,0.0,,P33012
2098,SDHM_ECOLI,455.0, ,1.0,,P30744
2099,DHSB_ECOLI,238.0,1nekB,0.0,,P07014
2100,SECB_ECOLI,155.0,1qynD,0.0,,P0AG86
2101,SECY_ECOLI,443.0, ,196.0,,P0AGA2
2102,SELD_ECOLI,347.0, ,1.0,,P16456
2103,SERA_ECOLI,410.0,1psdA,1.0,,P0A9T0
2104,SYS_ECOLI,430.0, ,0.0,,P0A8L1
2105,SETC_ECOLI,394.0, ,240.0,,P31436
2106,SFMD_ECOLI,867.0, ,18.0,,P77468
2107,SGBE_ECOLI,231.0, ,0.0,,P37680
2108,SGCC_ECOLI,437.0, ,230.0,,P39365
2109,SGCR_ECOLI,260.0, ,0.0,,P39361
2110,SHIA_ECOLI,438.0, ,243.0,,P76350
2111,SKP_ECOLI,161.0,1sg2C,7.0,,P0AEU7
2112,SLYD_ECOLI,196.0, ,0.0,,P0A9K9
2113,SSRP_ECOLI,160.0, ,0.0,,P0A832
2114,SODF_ECOLI,193.0,1isaA,0.0,,P0AGD3
2115,MTOX_ECOLI,372.0,2uzzB,4.0,,P40874
2116,SPEA_ECOLI,658.0,3nzqA,1.0,,P21170
2117,SPED_ECOLI,264.0, ,0.0,,P0A7F6
2118,ATDA_ECOLI,186.0, ,0.0,,P0A951
2119,SPR_ECOLI,188.0, ,15.0,,P0AFV4
2120,SRLD_ECOLI,259.0, ,1.0,,P05707
2121,SSB_ECOLI,178.0,1qvcA,0.0,,P0AGE0
2122,SSPA_ECOLI,212.0, ,0.0,,P0ACA3
2123,SSUA_ECOLI,319.0,2x26A,3.0,,P75853
2124,SSUD_ECOLI,381.0,1nqkA,0.0,,P80645
2125,STFQ_ECOLI,320.0, ,0.0,,P77515
2126,ODO1_ECOLI,933.0,2jgdA,0.0,,P0AFG3
2127,SUCD_ECOLI,289.0,1scuA,0.0,,P0AGE9
2128,SUFD_ECOLI,423.0,2zu0A,0.0,,P77689
2129,SUHB_ECOLI,267.0,2qflA,0.0,,P0ADG4
2130,SURA_ECOLI,428.0,1m5yD,7.0,,P0ABZ6
2131,SYDP_ECOLI,181.0,3ffvA,0.0,,P0A8U0
2132,TALA_ECOLI,316.0, ,0.0,,P0A867
2133,MCP4_ECOLI,533.0, ,41.0,,P07018
2134,TATB_ECOLI,171.0, ,14.0,,P69425
2135,TAUA_ECOLI,320.0, ,6.0,,Q47537
2136,TAUD_ECOLI,283.0,1os7A,0.0,,P37610
2137,TDCC_ECOLI,443.0, ,209.0,,P0AAD8
2138,TDCG_ECOLI,454.0, ,1.0,,P42630
2139,TEHA_ECOLI,330.0, ,158.0,,P25396
2140,TESB_ECOLI,286.0,1c8uA,0.0,,P0AGG2
2141,TFAR_ECOLI,191.0, ,0.0,,P77163
2142,THIC_ECOLI,631.0, ,0.0,,P30136
2143,THIF_ECOLI,251.0,1zfnA,13.0,,P30138
2144,THII_ECOLI,482.0, ,0.0,,P77718
2145,THIL_ECOLI,325.0, ,0.0,,P0AGG0
2146,THIQ_ECOLI,232.0, ,0.0,,P31548
2147,THRC_ECOLI,428.0,1vb3A,5.0,,P00934
2148,TIG_ECOLI,432.0,1w26A,0.0,,P0A850
2149,TKT2_ECOLI,667.0, ,3.0,,P33570
2150,KTHY_ECOLI,213.0,4tmkA,0.0,,P0A720
2151,TOLA_ECOLI,421.0, ,14.0,,P19934
2152,TONB_ECOLI,239.0, ,14.0,,P02929
2153,TORA_ECOLI,848.0, ,18.0,,P33225
2154,TORR_ECOLI,230.0,1zgzA,0.0,,P38684
2155,TORY_ECOLI,366.0, ,19.0,,P52005
2156,TPX_ECOLI,168.0,3hvsA,0.0,,P0A862
2157,PTTBC_ECOLI,473.0, ,210.0,,P36672
2158,TRER_ECOLI,315.0,1bykA,0.0,,P36673
2159,TRKG_ECOLI,485.0, ,240.0,,P23849
2160,TRMB_ECOLI,239.0,3dxxA,0.0,,P0A8I5
2161,TRMJ_ECOLI,246.0, ,0.0,,P0AE01
2162,TRPB_ECOLI,397.0,2dh5A,0.0,,P0A879
2163,TRPE_ECOLI,520.0, ,1.0,,P00895
2164,SYW_ECOLI,334.0, ,0.0,,P00954
2165,TRUC_ECOLI,260.0, ,0.0,,P0AA41
2166,EFTS_ECOLI,283.0,1efuB,0.0,,P0A6P1
2167,TSX_ECOLI,294.0,1tlwA,5.0,,P0A927
2168,TTDR_ECOLI,310.0, ,0.0,,P45463
2169,EFTU2_ECOLI,394.0,1ob2A,0.0,,P0CE48
2170,TYPA_ECOLI,607.0, ,0.0,,P32132
2171,TYRP_ECOLI,403.0, ,224.0,,P0AAD4
2172,UBIA_ECOLI,290.0, ,145.0,,P0AGK1
2173,UBID_ECOLI,497.0,2idbA,1.0,,P0AAB4
2174,UBIG_ECOLI,240.0, ,0.0,,P17993
2175,UCPA_ECOLI,263.0, ,0.0,,P37440
2176,UDG_ECOLI,388.0, ,0.0,,P76373
2177,UGPC_ECOLI,356.0, ,0.0,,P10907
2178,UHPA_ECOLI,196.0, ,0.0,,P0AGA6
2179,UHPT_ECOLI,463.0, ,236.0,,P0AGC0
2180,UIDC_ECOLI,421.0, ,14.0,,Q47706
2181,ULAC_ECOLI,154.0, ,0.0,,P69820
2182,ULAF_ECOLI,228.0, ,0.0,,P39306
2183,UMUC_ECOLI,422.0, ,0.0,,P04152
2184,UPPS_ECOLI,253.0,1x07A,0.0,,P60472
2185,USHA_ECOLI,550.0,1ho5A,8.0,,P07024
2186,UVRA_ECOLI,940.0, ,6.0,,P0A698
2187,UVRD_ECOLI,720.0,2is6A,0.0,,P03018
2188,UXAB_ECOLI,483.0, ,0.0,,P0A6L7
2189,UXUB_ECOLI,486.0, ,0.0,,P39160
2190,VES_ECOLI,191.0, ,0.0,,P76214
2191,VSR_ECOLI,156.0,1cw0A,0.0,,P09184
2192,WBBJ_ECOLI,196.0, ,2.0,,P37750
2193,WCAB_ECOLI,162.0, ,4.0,,P0ACC9
2194,WCAF_ECOLI,182.0, ,3.0,,P0ACD2
2195,WCAK_ECOLI,426.0, ,8.0,,P71242
2196,WECA_ECOLI,367.0, ,221.0,,P0AC78
2197,WECF_ECOLI,359.0, ,1.0,,P56258
2198,WZC_ECOLI,720.0, ,45.0,,P76387
2199,WZYE_ECOLI,450.0, ,179.0,,P27835
2200,XANP_ECOLI,463.0, ,220.0,,P0AGM9
2201,XAPB_ECOLI,418.0, ,235.0,,P45562
2202,XDHB_ECOLI,292.0, ,0.0,,Q46800
2203,XERC_ECOLI,298.0, ,1.0,,P0A8P6
2204,EX7L_ECOLI,456.0, ,0.0,,P04994
2205,XYLB_ECOLI,484.0,2itmA,0.0,,P09099
2206,XYLG_ECOLI,513.0, ,1.0,,P37388
2207,YAAH_ECOLI,188.0, ,103.0,,P0AC98
2208,YABI_ECOLI,254.0, ,116.0,,P30149
2209,YACH_ECOLI,617.0, ,7.0,,P36682
2210,YADG_ECOLI,308.0, ,0.0,,P36879
2211,YADL_ECOLI,201.0, ,19.0,,P37017
2212,YAEB_ECOLI,235.0, ,0.0,,P28634
2213,YAEQ_ECOLI,181.0,3c0uB,0.0,,P0AA97
2214,YAFD_ECOLI,266.0, ,0.0,,P0A8U2
2215,YAFK_ECOLI,246.0, ,20.0,,P0AA99
2216,YAFS_ECOLI,240.0, ,2.0,,P75672
2217,YAGA_ECOLI,384.0, ,0.0,,P37007
2218,YAGG_ECOLI,460.0, ,254.0,,P75683
2219,YAGJ_ECOLI,243.0, ,0.0,,P77169
2220,YAGQ_ECOLI,318.0, ,0.0,,P77183
2221,YAGT_ECOLI,229.0, ,5.0,,P77165
2222,YAGX_ECOLI,841.0, ,6.0,,P77802
2223,YAHD_ECOLI,201.0, ,0.0,,P77736
2224,ARCM_ECOLI,316.0, ,0.0,,P77624
2225,YAHN_ECOLI,223.0, ,122.0,,P75693
2226,YAIS_ECOLI,185.0, ,0.0,,P71311
2227,YAIW_ECOLI,364.0, ,3.0,,P77562
2228,YAJI_ECOLI,179.0, ,2.0,,P46122
2229,YAJR_ECOLI,454.0, ,244.0,,P77726
2230,YBAL_ECOLI,558.0, ,238.0,,P39830
2231,YBBA_ECOLI,228.0, ,0.0,,P0A9T8
2232,YBBM_ECOLI,259.0, ,132.0,,P77307
2233,YBBP_ECOLI,804.0, ,198.0,,P77504
2234,YBCH_ECOLI,296.0, ,12.0,,P37325
2235,YBCM_ECOLI,265.0, ,0.0,,P77634
2236,YBDH_ECOLI,362.0, ,4.0,,P45579
2237,YBDM_ECOLI,209.0, ,0.0,,P77174
2238,YBDR_ECOLI,412.0, ,5.0,,P77316
2239,YBEM_ECOLI,262.0, ,0.0,,P39874
2240,RRMF_ECOLI,155.0,1xm5A,0.0,,P0A898
2241,YBFG_ECOLI,216.0, ,0.0,,P37003
2242,YBGD_ECOLI,188.0, ,9.0,,P37909
2243,YBGJ_ECOLI,218.0, ,0.0,,P0AAV4
2244,YBGO_ECOLI,353.0, ,12.0,,P75748
2245,YBHA_ECOLI,272.0, ,0.0,,P21829
2246,YBHD_ECOLI,317.0, ,11.0,,P52696
2247,YBHH_ECOLI,350.0, ,0.0,,P0AAV8
2248,YBHK_ECOLI,302.0, ,0.0,,P75767
2249,YBHN_ECOLI,318.0, ,170.0,,P75770
2250,YBHR_ECOLI,368.0, ,141.0,,P0AFP9
2251,YBIB_ECOLI,320.0, ,1.0,,P30177
2252,YBIO_ECOLI,741.0, ,236.0,,P75783
2253,YBIS_ECOLI,306.0, ,16.0,,P0AAX8
2254,PFLF_ECOLI,810.0, ,2.0,,P75793
2255,YBJD_ECOLI,552.0, ,2.0,,P75828
2256,YBJI_ECOLI,271.0, ,0.0,,P75809
2257,YBJL_ECOLI,561.0, ,195.0,,P60869
2258,YBJT_ECOLI,476.0, ,15.0,,P75822
2259,YCAI_ECOLI,754.0, ,191.0,,P37443
2260,YCAM_ECOLI,476.0, ,234.0,,P75835
2261,YCAP_ECOLI,230.0, ,60.0,,P75839
2262,YCBC_ECOLI,259.0, ,39.0,,P0AB01
2263,YCBK_ECOLI,182.0, ,17.0,,P0AB06
2264,YCBV_ECOLI,171.0, ,12.0,,P75860
2265,YCCA_ECOLI,219.0, ,142.0,,P0AAC6
2266,YCCS_ECOLI,717.0, ,195.0,,P75870
2267,YCDT_ECOLI,452.0, ,144.0,,P75908
2268,YCDY_ECOLI,184.0, ,0.0,,P75915
2269,YCEB_ECOLI,186.0,3l6iA,9.0,,P0AB26
2270,YCEH_ECOLI,215.0, ,0.0,,P29217
2271,YCFD_ECOLI,373.0, ,0.0,,P27431
2272,YCFQ_ECOLI,210.0, ,0.0,,P75952
2273,YCFZ_ECOLI,262.0, ,53.0,,P75961
2274,YCGF_ECOLI,403.0, ,1.0,,P75990
2275,YCGN_ECOLI,153.0, ,0.0,,P0A8L5
2276,YCHE_ECOLI,215.0, ,119.0,,P25743
2277,YCHM_ECOLI,559.0, ,225.0,,P0AFR2
2278,YCIC_ECOLI,247.0, ,114.0,,P21365
2279,YCIK_ECOLI,252.0,3f1lA,0.0,,P31808
2280,YCIQ_ECOLI,631.0, ,103.0,,P45848
2281,AEEP_ECOLI,321.0,1jpdX,0.0,,P51981
2282,YCJO_ECOLI,293.0, ,131.0,,P0AFR7
2283,YCJR_ECOLI,262.0, ,0.0,,P76044
2284,PGMB_ECOLI,219.0, ,0.0,,P77366
2285,YCJX_ECOLI,465.0, ,0.0,,P76046
2286,YDAL_ECOLI,187.0,3qd7X,0.0,,P76053
2287,YDAW_ECOLI,203.0, ,0.0,,P76066
